           50   0.419738E-03   0.589673E-03   0.149250E-02   0.156039E-02   0.207379E-01   0.300996E-01   0.113501E+00   0.347889E-01
          100   0.334183E-03   0.464508E-03   0.111641E-02   0.118825E-02   0.657626E-02   0.944552E-02   0.220778E-01   0.177838E-01
          150   0.280156E-03   0.387774E-03   0.110791E-02   0.107869E-02   0.580773E-02   0.806414E-02   0.153548E-01   0.113036E-01
          200   0.268440E-03   0.371939E-03   0.112742E-02   0.103100E-02   0.392648E-02   0.544049E-02   0.114190E-01   0.102096E-01
          250   0.262690E-03   0.361430E-03   0.103176E-02   0.982541E-03   0.322306E-02   0.446247E-02   0.847741E-02   0.773631E-02
          300   0.265510E-03   0.366679E-03   0.964251E-03   0.972586E-03   0.339326E-02   0.471235E-02   0.932610E-02   0.635832E-02
          350   0.239235E-03   0.329513E-03   0.990276E-03   0.972188E-03   0.289260E-02   0.399161E-02   0.824305E-02   0.609879E-02
          400   0.216652E-03   0.297559E-03   0.964761E-03   0.968737E-03   0.313451E-02   0.437917E-02   0.748964E-02   0.822115E-02
          450   0.197302E-03   0.271824E-03   0.100672E-02   0.102650E-02   0.370893E-02   0.523383E-02   0.122892E-01   0.681457E-02
          500   0.217218E-03   0.301221E-03   0.858763E-03   0.106137E-02   0.282973E-02   0.399955E-02   0.978943E-02   0.533716E-02
          550   0.243175E-03   0.341383E-03   0.868961E-03   0.810354E-03   0.236395E-02   0.338007E-02   0.702978E-02   0.411712E-02
          600   0.234118E-03   0.329975E-03   0.905261E-03   0.799236E-03   0.159965E-02   0.231254E-02   0.588277E-02   0.523876E-02
          650   0.226774E-03   0.319807E-03   0.960558E-03   0.826887E-03   0.126206E-02   0.183118E-02   0.534699E-02   0.421858E-02
          700   0.205515E-03   0.288977E-03   0.105984E-02   0.892947E-03   0.110394E-02   0.160329E-02   0.448012E-02   0.371645E-02
          750   0.193469E-03   0.270475E-03   0.109784E-02   0.895520E-03   0.253836E-02   0.362105E-02   0.704894E-02   0.443944E-02
          800   0.241777E-03   0.335849E-03   0.978376E-03   0.728319E-03   0.239119E-02   0.339852E-02   0.757854E-02   0.461074E-02
          850   0.253725E-03   0.351590E-03   0.818727E-03   0.697764E-03   0.221104E-02   0.317009E-02   0.429369E-02   0.357829E-02
          900   0.233825E-03   0.322811E-03   0.788660E-03   0.789450E-03   0.138522E-02   0.199552E-02   0.477136E-02   0.317649E-02
          950   0.199700E-03   0.273848E-03   0.909140E-03   0.891330E-03   0.127449E-02   0.184675E-02   0.480997E-02   0.469756E-02
         1000   0.220116E-03   0.303579E-03   0.105775E-02   0.793679E-03   0.767305E-02   0.107426E-01   0.430372E-01   0.435198E-02
         1050   0.319764E-03   0.443728E-03   0.127953E-02   0.656123E-03   0.114656E-01   0.160201E-01   0.643745E-01   0.344281E-02
         1100   0.427606E-03   0.595225E-03   0.170779E-02   0.622861E-03   0.168040E-01   0.236541E-01   0.955415E-01   0.416919E-02
         1150   0.555556E-03   0.775859E-03   0.272734E-02   0.748789E-03   0.277760E-01   0.391187E-01   0.157675E+00   0.535374E-02
         1200   0.712501E-03   0.989810E-03   0.370933E-02   0.808598E-03   0.294329E-01   0.410723E-01   0.165125E+00   0.456205E-02
         1250   0.862081E-03   0.119178E-02   0.425356E-02   0.720024E-03   0.247235E-01   0.339064E-01   0.135942E+00   0.396224E-02
         1300   0.889087E-03   0.122183E-02   0.436913E-02   0.676398E-03   0.205577E-01   0.280775E-01   0.111942E+00   0.295776E-02
         1350   0.834672E-03   0.114297E-02   0.399206E-02   0.550241E-03   0.168851E-01   0.229705E-01   0.912905E-01   0.562357E-02
         1400   0.760151E-03   0.104305E-02   0.371015E-02   0.607072E-03   0.140342E-01   0.191144E-01   0.756288E-01   0.103981E-01
         1450   0.732898E-03   0.100611E-02   0.382571E-02   0.729833E-03   0.200815E-01   0.280092E-01   0.109827E+00   0.123803E-01
         1500   0.727572E-03   0.995819E-03   0.389961E-02   0.732534E-03   0.189008E-01   0.268361E-01   0.105950E+00   0.104842E-01
         1550   0.714969E-03   0.975077E-03   0.376085E-02   0.594568E-03   0.211484E-01   0.301788E-01   0.117392E+00   0.113747E-01
         1600   0.643615E-03   0.873959E-03   0.320724E-02   0.481181E-03   0.144936E-01   0.197468E-01   0.757070E-01   0.415363E-02
         1650   0.560400E-03   0.758335E-03   0.280554E-02   0.625342E-03   0.104369E-01   0.140772E-01   0.555888E-01   0.343485E-02
         1700   0.496776E-03   0.670214E-03   0.244729E-02   0.640039E-03   0.777815E-02   0.104431E-01   0.406578E-01   0.328266E-02
         1750   0.451310E-03   0.608041E-03   0.212809E-02   0.698100E-03   0.622744E-02   0.841814E-02   0.319940E-01   0.320114E-02
         1800   0.396901E-03   0.533530E-03   0.188483E-02   0.700467E-03   0.487630E-02   0.657643E-02   0.258004E-01   0.405897E-02
         1850   0.355049E-03   0.478006E-03   0.175676E-02   0.640361E-03   0.389578E-02   0.523401E-02   0.204350E-01   0.443361E-02
         1900   0.317527E-03   0.428809E-03   0.161644E-02   0.684005E-03   0.331211E-02   0.444336E-02   0.174815E-01   0.336708E-02
         1950   0.290362E-03   0.393132E-03   0.146714E-02   0.608073E-03   0.303060E-02   0.412126E-02   0.148009E-01   0.307740E-02
         2000   0.258121E-03   0.350407E-03   0.137821E-02   0.613938E-03   0.242569E-02   0.332970E-02   0.122965E-01   0.314779E-02
