           50   0.103506E-04   0.143404E-04   0.681413E-04   0.233390E-04   0.415216E-03   0.569920E-03   0.306932E-02   0.935055E-03
          100   0.116628E-04   0.161136E-04   0.667189E-04   0.237695E-04   0.412828E-03   0.564096E-03   0.291460E-02   0.888610E-03
          150   0.129783E-04   0.178712E-04   0.649379E-04   0.238870E-04   0.410498E-03   0.558333E-03   0.273994E-02   0.836307E-03
          200   0.142374E-04   0.195263E-04   0.635113E-04   0.236527E-04   0.408252E-03   0.552669E-03   0.254818E-02   0.778940E-03
          250   0.154424E-04   0.210931E-04   0.634078E-04   0.231135E-04   0.406140E-03   0.547244E-03   0.234309E-02   0.717474E-03
          300   0.165093E-04   0.224227E-04   0.630211E-04   0.225645E-04   0.401976E-03   0.539065E-03   0.212939E-02   0.652923E-03
          350   0.133895E-04   0.168176E-04   0.629228E-04   0.219719E-04   0.231063E-03   0.296878E-03   0.191015E-02   0.590201E-03
          400   0.131879E-04   0.158524E-04   0.613087E-04   0.212224E-04   0.255770E-03   0.324143E-03   0.169617E-02   0.527863E-03
          450   0.134526E-04   0.156482E-04   0.589611E-04   0.205043E-04   0.278011E-03   0.347325E-03   0.148589E-02   0.465113E-03
          500   0.138498E-04   0.168016E-04   0.561030E-04   0.198419E-04   0.297766E-03   0.366541E-03   0.128097E-02   0.402739E-03
          550   0.143745E-04   0.181499E-04   0.529965E-04   0.189789E-04   0.315033E-03   0.381945E-03   0.108138E-02   0.341502E-03
          600   0.149099E-04   0.192404E-04   0.498212E-04   0.181280E-04   0.329821E-03   0.393707E-03   0.889161E-03   0.318727E-03
          650   0.153749E-04   0.200492E-04   0.464669E-04   0.172002E-04   0.342153E-03   0.402022E-03   0.706054E-03   0.305376E-03
          700   0.157697E-04   0.206478E-04   0.430597E-04   0.163690E-04   0.352069E-03   0.407094E-03   0.533465E-03   0.275986E-03
          750   0.160754E-04   0.210515E-04   0.396485E-04   0.156638E-04   0.359623E-03   0.409140E-03   0.437834E-03   0.256541E-03
          800   0.163042E-04   0.212845E-04   0.363500E-04   0.149156E-04   0.364890E-03   0.408390E-03   0.415963E-03   0.256999E-03
          850   0.164337E-04   0.213453E-04   0.331914E-04   0.140928E-04   0.367960E-03   0.405082E-03   0.389597E-03   0.245139E-03
          900   0.165057E-04   0.213130E-04   0.335834E-04   0.142256E-04   0.368946E-03   0.399466E-03   0.363224E-03   0.226591E-03
          950   0.165205E-04   0.212076E-04   0.349019E-04   0.148277E-04   0.367979E-03   0.391800E-03   0.376637E-03   0.216784E-03
         1000   0.164581E-04   0.209913E-04   0.358292E-04   0.153904E-04   0.365204E-03   0.382335E-03   0.387669E-03   0.213149E-03
         1050   0.163027E-04   0.206582E-04   0.363550E-04   0.159093E-04   0.360774E-03   0.371326E-03   0.456508E-03   0.204982E-03
         1100   0.161142E-04   0.202974E-04   0.365380E-04   0.162493E-04   0.354849E-03   0.359015E-03   0.527914E-03   0.200583E-03
         1150   0.158694E-04   0.198722E-04   0.364491E-04   0.162881E-04   0.347587E-03   0.346418E-03   0.586585E-03   0.196378E-03
         1200   0.156138E-04   0.194273E-04   0.360962E-04   0.163378E-04   0.339146E-03   0.333702E-03   0.633309E-03   0.210608E-03
         1250   0.153167E-04   0.189489E-04   0.354195E-04   0.164346E-04   0.329678E-03   0.320169E-03   0.668921E-03   0.221296E-03
         1300   0.149496E-04   0.183799E-04   0.348431E-04   0.163874E-04   0.319328E-03   0.305988E-03   0.694311E-03   0.228727E-03
         1350   0.145671E-04   0.177786E-04   0.346723E-04   0.163094E-04   0.308900E-03   0.291326E-03   0.710395E-03   0.233185E-03
         1400   0.142485E-04   0.171549E-04   0.354622E-04   0.165535E-04   0.298344E-03   0.276332E-03   0.718054E-03   0.234951E-03
