casename,rgas,gam,cp,cv,cfl,sfac,sfac_res,d_max,d_var,facsec,fcorr,nsteps,nrkuts,guess_method,tstep_method,ni,nj,pstag,tstag,alpha,rfin,p,dt,converged,iterations,dro_max,dro_avg
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.015848931924611134,0.3833333333333333,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.503796339035034,3,100000.0,2.22115e-05,6.64072e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.015848931924611134,0.3833333333333333,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.77185678482056,3,100000.0,2.22115e-05,6.64072e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.015848931924611134,0.4666666666666666,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.61582159996033,3,100000.0,2.56108e-05,6.35918e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.015848931924611134,0.4666666666666666,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.59332871437073,3,100000.0,2.56108e-05,6.35918e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.015848931924611134,0.4666666666666666,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.721357345581055,3,100000.0,2.56108e-05,6.35918e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.015848931924611134,0.55,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.82401895523071,3,100000.0,2.87653e-05,6.26002e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.015848931924611134,0.55,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.966049671173096,3,100000.0,2.87653e-05,6.26002e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.015848931924611134,0.55,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,33.04606747627258,3,100000.0,2.87653e-05,6.26002e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.015848931924611134,0.6333333333333333,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.85902643203735,3,100000.0,3.15901e-05,6.3685e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.015848931924611134,0.6333333333333333,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.73199772834778,3,100000.0,3.15901e-05,6.3685e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.015848931924611134,0.6333333333333333,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.910038471221924,3,100000.0,3.15901e-05,6.3685e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.015848931924611134,0.7166666666666667,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.86500859260559,3,100000.0,3.42474e-05,6.58501e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.015848931924611134,0.7166666666666667,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.77398729324341,3,100000.0,3.42474e-05,6.58501e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.015848931924611134,0.7166666666666667,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.43026113510132,3,100000.0,3.42474e-05,6.58501e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.015848931924611134,0.8,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.30823373794556,3,100000.0,3.67905e-05,6.90497e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.015848931924611134,0.8,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.34524130821228,3,100000.0,3.67905e-05,6.90497e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.05,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.36224579811096,3,100000.0,1.29494e-05,1.51106e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.015848931924611134,0.8,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.44326400756836,3,100000.0,3.67905e-05,6.90497e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.05,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.42025923728943,3,100000.0,1.29494e-05,1.51106e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.05,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.44326424598694,3,100000.0,1.29494e-05,1.51106e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.13333333333333333,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.531285524368286,3,100000.0,1.50174e-05,7.19667e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.13333333333333333,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.55528903007507,3,100000.0,1.50174e-05,7.19667e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.13333333333333333,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.55628991127014,3,100000.0,1.50174e-05,7.19667e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.21666666666666667,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.67231559753418,3,100000.0,2.06794e-05,5.79759e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.21666666666666667,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.53779363632202,3,100000.0,2.06794e-05,5.79759e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.21666666666666667,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.5748016834259,3,100000.0,2.06794e-05,5.79759e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.025118864315095794,0.3,0.5,0.0001,0.01,0.0,0.8,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,32.62781286239624,3,100000.0,2.62244e-05,5.68508e-07
