casename,rgas,gam,cp,cv,cfl,sfac,d_max,d_var,facsec,fcorr,nsteps,nrkuts,guess_method,tstep_method,ni,nj,pstag,tstag,alpha,rfin,p,dt,converged,iterations,dro_max,dro_avg
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.32373940143476265,0.8,0.0001,0.01,0,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.8322083950042725,1,8850.0,0.00199624,4.0272e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.32373940143476265,0.8,0.0001,0.01,0,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.836209774017334,1,8850.0,0.00199624,4.0272e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.32373940143476265,0.8,0.0001,0.01,0,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.8512125015258789,1,8850.0,0.00199624,4.0272e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.01,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,11.781417846679688,1,37950.0,5.40699e-05,2.1373e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.01,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,11.76041293144226,1,37950.0,5.40699e-05,2.1373e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.01,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,11.761656522750854,1,37950.0,5.40699e-05,2.1373e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.023853323044733008,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,13.193655729293823,1,42850.0,0.000140799,2.99438e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.023853323044733008,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,13.205658435821533,1,42850.0,0.000140799,2.99438e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.01544452104946379,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,16.08229947090149,1,51900.0,8.94189e-05,1.89309e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.01544452104946379,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,16.121308088302612,1,51900.0,8.94189e-05,1.89309e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.01544452104946379,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,15.998281240463257,1,51900.0,8.94189e-05,1.89309e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.05689810202763908,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,8.504920959472656,1,27100.0,0.000338933,7.01969e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.08787639344404101,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,6.156385660171509,1,19200.0,0.00052658,1.0757e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.03684031498640387,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,12.225430488586426,1,39400.0,0.00021859,4.54349e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.023853323044733008,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,13.31319522857666,1,42850.0,0.000140799,2.99438e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.03684031498640387,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,12.36130428314209,1,39400.0,0.00021859,4.54349e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.05689810202763908,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,8.561444282531738,1,27100.0,0.000338933,7.01969e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.05689810202763908,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,8.766490459442139,1,27100.0,0.000338933,7.01969e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.03684031498640387,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,12.268283128738403,1,39400.0,0.00021859,4.54349e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.13572088082974532,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,4.440435886383057,1,14200.0,0.000821935,1.67756e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.08787639344404101,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,5.995305061340332,1,19200.0,0.00052658,1.0757e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.20961440008267682,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,3.5052273273468018,1,10950.0,0.00128891,2.60425e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.20961440008267682,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,3.4552156925201416,1,10950.0,0.00128891,2.60425e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.13572088082974532,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,4.5724639892578125,1,14200.0,0.000821935,1.67756e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.08787639344404101,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,6.079324245452881,1,19200.0,0.00052658,1.0757e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.13572088082974532,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,4.4764440059661865,1,14200.0,0.000821935,1.67756e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.20961440008267682,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,3.470447540283203,1,10950.0,0.00128891,2.60425e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.01,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.12302732467651367,2,1,inf,inf
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.01,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.11902689933776855,2,1,inf,inf
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.32373940143476265,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,2.8047547340393066,1,8850.0,0.00203823,4.06585e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.5,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,2.370453357696533,1,7450.0,0.00326762,6.39766e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.5,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,2.4881575107574463,1,7450.0,0.00326762,6.39766e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.5,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,2.4261436462402344,1,7450.0,0.00326762,6.39766e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.32373940143476265,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,2.810551881790161,1,8850.0,0.00203823,4.06585e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.32373940143476265,0.8,0.0001,0.01,0,0,100000,4,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,2.8905694484710693,1,8850.0,0.00203823,4.06585e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.023853323044733008,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.13402986526489258,2,1,inf,inf
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.03684031498640387,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.22605037689208984,2,1,inf,inf
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.01,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,3.1693034172058105,1,37950.0,5.40283e-05,2.13717e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.03684031498640387,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.12102770805358887,2,1,inf,inf
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.05689810202763908,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.12002730369567871,2,1,inf,inf
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.01544452104946379,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,4.314012050628662,1,51900.0,8.92963e-05,1.89312e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.01544452104946379,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,4.255998611450195,1,51900.0,8.92963e-05,1.89312e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.023853323044733008,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,3.570842981338501,1,42850.0,0.000140579,2.99318e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.023853323044733008,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,3.5758440494537354,1,42850.0,0.000140593,2.99333e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.05689810202763908,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,2.3737077713012695,1,27100.0,0.000337673,7.01072e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.01544452104946379,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,4.303006649017334,1,51900.0,8.92963e-05,1.89312e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.08787639344404101,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.2050457000732422,2,1,inf,inf
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.03684031498640387,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,3.340341091156006,1,39400.0,0.00021805,4.54061e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.08787639344404101,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.12202715873718262,2,1,inf,inf
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.13572088082974532,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.12051773071289062,2,1,inf,inf
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.13572088082974532,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.11702585220336914,2,1,inf,inf
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.05689810202763908,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,2.2697982788085938,1,27100.0,0.000337675,7.01035e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.20961440008267682,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.1180262565612793,2,1,inf,inf
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.08787639344404101,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,1.6391079425811768,1,19200.0,0.000523555,1.07358e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.13572088082974532,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,1.25002121925354,1,14200.0,0.000814711,1.67213e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.20961440008267682,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.9932219982147217,1,10950.0,0.00127152,2.58958e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.20961440008267682,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,1.0022234916687012,1,10950.0,0.00127152,2.58958e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.32373940143476265,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.11502504348754883,2,1,inf,inf
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.32373940143476265,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.8221831321716309,1,8850.0,0.00199623,4.02696e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.32373940143476265,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.8484234809875488,1,8850.0,0.00199622,4.02689e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.5,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.2302854061126709,2,1,inf,inf
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.5,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.7173938751220703,1,7450.0,0.00316582,6.2965e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.5,0.8,0.0001,0.01,0.5,0,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.7274866104125977,1,7450.0,0.00316582,6.2965e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.01,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,8.406560182571411,3,100000.0,2.16181e-05,6.51692e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.01,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,8.351547718048096,3,100000.0,2.16181e-05,6.51692e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.01,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,8.27453064918518,3,100000.0,2.16181e-05,6.51692e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.01544452104946379,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,8.289534330368042,3,100000.0,3.56429e-05,6.69595e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.01544452104946379,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,8.254867315292358,3,100000.0,3.56429e-05,6.69595e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.01544452104946379,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,8.276872396469116,3,100000.0,3.56429e-05,6.69595e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.023853323044733008,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,8.323882341384888,3,100000.0,5.47623e-05,9.34238e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.023853323044733008,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,8.300877094268799,3,100000.0,5.47623e-05,9.34238e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.08787639344404101,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,2.182387351989746,1,25000.0,0.000201868,3.38799e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.05689810202763908,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,3.5056679248809814,1,41650.0,0.00013097,2.20727e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.05689810202763908,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,3.576683759689331,1,41650.0,0.00013097,2.20727e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.05689810202763908,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,3.525689125061035,1,41650.0,0.00013097,2.20727e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.03684031498640387,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,5.470431089401245,1,66500.0,8.46922e-05,1.42731e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.03684031498640387,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,5.4894349575042725,1,66500.0,8.46922e-05,1.42731e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.03684031498640387,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,5.608461856842041,1,66500.0,8.46922e-05,1.42731e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.08787639344404101,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,2.1605005264282227,1,25000.0,0.000201868,3.38799e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.13572088082974532,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,1.5001564025878906,1,17050.0,0.000313437,5.22096e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.13572088082974532,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,1.4850318431854248,1,17050.0,0.000313437,5.22096e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.08787639344404101,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,2.1443023681640625,1,25000.0,0.000201868,3.38799e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.20961440008267682,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,1.1479437351226807,1,13100.0,0.000486182,8.11843e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.20961440008267682,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,1.1881489753723145,1,13100.0,0.000486182,8.11843e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.13572088082974532,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,1.5772392749786377,1,17050.0,0.000313437,5.22096e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.023853323044733008,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,8.203624725341797,3,100000.0,5.47623e-05,9.34238e-07
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.32373940143476265,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.9475653171539307,1,10250.0,0.000755594,1.25935e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.20961440008267682,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,1.1766161918640137,1,13100.0,0.000486182,8.11843e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.32373940143476265,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.9394118785858154,1,10250.0,0.000755594,1.25935e-05
