casename,rgas,gam,cp,cv,cfl,sfac,d_max,d_var,facsec,fcorr,nsteps,nrkuts,guess_method,tstep_method,ni,nj,pstag,tstag,alpha,rfin,p,dt,converged,iterations,dro_max,dro_avg
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.32373940143476265,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.935213565826416,1,10250.0,0.000755594,1.25935e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.5,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.189042329788208,2,850.0,5.66383e+29,nan
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.5,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.18504118919372559,2,850.0,5.66383e+29,nan
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.5,0.8,0.0001,0.01,0,0.8,100000,1,2,1,53,37,100000.0,300.0,0.0,0.25,85000.0,0.1894850730895996,2,850.0,5.66383e+29,nan
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.01544452104946379,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,3.5856666564941406,1,41450.0,9.94185e-05,2.11871e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.01544452104946379,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,3.6836912631988525,1,41450.0,9.94185e-05,2.11871e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.01544452104946379,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,3.639678716659546,1,41450.0,9.94185e-05,2.11871e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.023853323044733008,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,3.5106494426727295,1,38950.0,0.00015343,3.03368e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.023853323044733008,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,3.4106481075286865,1,38950.0,0.00015343,3.03368e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.01,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,5.194977760314941,1,61350.0,6.38175e-05,1.274e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.01,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,5.203535556793213,1,61350.0,6.38175e-05,1.274e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.01,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,5.184532642364502,1,61350.0,6.38175e-05,1.274e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.05689810202763908,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,1.823516845703125,1,20950.0,0.000367662,7.11304e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.03684031498640387,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.550682306289673,1,29800.0,0.000237197,4.53381e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.08787639344404101,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,1.4833338260650635,1,16550.0,0.000570338,1.09461e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.05689810202763908,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,1.8275177478790283,1,20950.0,0.000367662,7.11304e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.03684031498640387,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.557683229446411,1,29800.0,0.000237197,4.53381e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.03684031498640387,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.5706863403320312,1,29800.0,0.000237197,4.53381e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.05689810202763908,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,1.852522850036621,1,20950.0,0.000367662,7.11304e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.023853323044733008,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,3.2758445739746094,1,38950.0,0.00015343,3.03368e-06
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.08787639344404101,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,1.4773328304290771,1,16550.0,0.000570338,1.09461e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.20961440008267682,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,0.951216459274292,1,9850.0,0.00138508,2.62257e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.20961440008267682,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,0.9712202548980713,1,9850.0,0.00138508,2.62257e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.13572088082974532,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,1.2202770709991455,1,12450.0,0.000887041,1.69233e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.13572088082974532,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,1.2602863311767578,1,12450.0,0.000887041,1.69233e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.13572088082974532,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,1.252284288406372,1,12450.0,0.000887041,1.69233e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.08787639344404101,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,1.591357946395874,1,16550.0,0.000570338,1.09461e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.20961440008267682,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,0.9322075843811035,1,9850.0,0.00138508,2.62257e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.32373940143476265,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,0.1580352783203125,2,350.0,4.51995,0.0687592
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.32373940143476265,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,0.15398454666137695,2,350.0,4.51995,0.0687592
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.5,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,0.16303777694702148,2,50.0,0.388496,0.0117452
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.5,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,0.13202929496765137,2,50.0,0.388496,0.0117452
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.5,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,0.16403675079345703,2,50.0,0.388496,0.0117452
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.32373940143476265,0.8,0.0001,0.01,0,0,100000,1,2,2,53,37,100000.0,300.0,0.0,0.25,85000.0,0.1850423812866211,2,350.0,4.51995,0.0687592
