casename,rgas,gam,cp,cv,cfl,sfac,sfac_res,d_max,d_var,facsec,fcorr,nsteps,nrkuts,guess_method,tstep_method,ni,nj,pstag,tstag,alpha,rfin,p,dt,converged,iterations,dro_max,dro_avg
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.21666666666666667,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.864408016204834,1,7800.0,0.00217865,3.79315e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.21666666666666667,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.8964152336120605,1,7800.0,0.00217865,3.79315e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.13333333333333333,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.9984381198883057,1,8300.0,0.00155315,2.65555e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.13333333333333333,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,3.0064401626586914,1,8300.0,0.00155315,2.65555e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.13333333333333333,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,3.044447898864746,1,8300.0,0.00155315,2.65555e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.05,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,4.329734802246094,1,12300.0,0.0006845,1.39789e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.05,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,4.338737726211548,1,12300.0,0.0006845,1.39789e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.05,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,4.3487389087677,1,12300.0,0.0006845,1.39789e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.3,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.5005645751953125,1,7150.0,0.00266854,4.73904e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.3833333333333333,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.4205451011657715,1,6900.0,0.00308612,5.59075e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.3,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.512566089630127,1,7150.0,0.00266854,4.73904e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.3,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.513566732406616,1,7150.0,0.00266854,4.73904e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.21666666666666667,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.7386186122894287,1,7800.0,0.00217865,3.79315e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.4666666666666666,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.3165225982666016,1,6600.0,0.00345911,6.4413e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.3833333333333333,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.4305481910705566,1,6900.0,0.00308612,5.59075e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.3833333333333333,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.45955491065979,1,6900.0,0.00308612,5.59075e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.4666666666666666,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.2620091438293457,1,6600.0,0.00345911,6.4413e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.4666666666666666,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.281012773513794,1,6600.0,0.00345911,6.4413e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.55,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.277012586593628,1,6550.0,0.00380219,7.29103e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.55,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.3520290851593018,1,6550.0,0.00380219,7.29103e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.55,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.2790122032165527,1,6550.0,0.00380219,7.29103e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.6333333333333333,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.323519468307495,1,6550.0,0.00412365,8.19083e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.6333333333333333,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.26950740814209,1,6550.0,0.00412365,8.19083e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.6333333333333333,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.2825095653533936,1,6550.0,0.00412365,8.19083e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.7166666666666667,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.210493803024292,1,6300.0,0.00451982,9.11049e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.7166666666666667,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.2515032291412354,1,6300.0,0.00451982,9.11049e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.7166666666666667,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.249501943588257,1,6300.0,0.00451982,9.11049e-05
bump,287.0,1.4,1004.5000000000001,717.5000000000001,0.8,0.8,0.5,0.0001,0.01,0.0,0.1,100000,4,1,2,53,37,100000.0,300.0,0.0,0.25,85000.0,2.1904897689819336,1,6300.0,0.00496152,0.000100557
