           10   0.582002E-03   0.817733E-03   0.102975E-02   0.134012E-04   0.151416E-01   0.192761E-01   0.260588E-01   0.561228E-03
           20   0.376457E-03   0.557531E-03   0.109162E-02   0.233139E-04   0.642946E-02   0.101024E-01   0.184385E-01   0.828680E-03
           30   0.465138E-03   0.669080E-03   0.105324E-02   0.257324E-04   0.565669E-02   0.884094E-02   0.161246E-01   0.439735E-03
           40   0.499356E-03   0.674226E-03   0.118254E-02   0.340898E-04   0.503453E-02   0.793900E-02   0.144724E-01   0.470122E-03
           50   0.521015E-03   0.731513E-03   0.118456E-02   0.304900E-04   0.459561E-02   0.713385E-02   0.130129E-01   0.530936E-03
           60   0.520305E-03   0.744084E-03   0.125249E-02   0.324923E-04   0.435629E-02   0.684432E-02   0.124843E-01   0.484361E-03
           70   0.561636E-03   0.794343E-03   0.131680E-02   0.348639E-04   0.407626E-02   0.642956E-02   0.117277E-01   0.471309E-03
           80   0.576086E-03   0.820610E-03   0.137824E-02   0.356844E-04   0.384784E-02   0.601732E-02   0.109853E-01   0.468908E-03
           90   0.600196E-03   0.859134E-03   0.143224E-02   0.387012E-04   0.382091E-02   0.585591E-02   0.106892E-01   0.490430E-03
          100   0.626888E-03   0.898642E-03   0.151012E-02   0.386347E-04   0.356799E-02   0.562111E-02   0.102597E-01   0.476219E-03
          110   0.639015E-03   0.919148E-03   0.154530E-02   0.406935E-04   0.361949E-02   0.558542E-02   0.100795E-01   0.452037E-03
          120   0.658954E-03   0.948434E-03   0.159908E-02   0.413166E-04   0.357425E-02   0.549636E-02   0.992450E-02   0.457042E-03
          130   0.681523E-03   0.979188E-03   0.165015E-02   0.435803E-04   0.334592E-02   0.517274E-02   0.933863E-02   0.434293E-03
          140   0.700901E-03   0.100672E-02   0.170432E-02   0.442047E-04   0.347748E-02   0.535600E-02   0.968077E-02   0.470176E-03
          150   0.724108E-03   0.104609E-02   0.177473E-02   0.459704E-04   0.325469E-02   0.499374E-02   0.903800E-02   0.460794E-03
          160   0.730069E-03   0.105327E-02   0.178802E-02   0.460225E-04   0.334398E-02   0.515500E-02   0.932518E-02   0.440949E-03
          170   0.753270E-03   0.108496E-02   0.183978E-02   0.480023E-04   0.322693E-02   0.495511E-02   0.897711E-02   0.456100E-03
          180   0.774243E-03   0.111651E-02   0.190065E-02   0.484101E-04   0.321872E-02   0.496443E-02   0.898700E-02   0.425060E-03
          190   0.789563E-03   0.114028E-02   0.194567E-02   0.490169E-04   0.316650E-02   0.486460E-02   0.882037E-02   0.439885E-03
          200   0.812737E-03   0.117299E-02   0.200624E-02   0.503542E-04   0.311483E-02   0.480529E-02   0.870474E-02   0.432929E-03
          210   0.822587E-03   0.118656E-02   0.202587E-02   0.509181E-04   0.313155E-02   0.479563E-02   0.863826E-02   0.430624E-03
          220   0.842948E-03   0.121927E-02   0.207697E-02   0.521129E-04   0.314526E-02   0.483711E-02   0.873168E-02   0.446623E-03
          230   0.865943E-03   0.125123E-02   0.212457E-02   0.530717E-04   0.307777E-02   0.470896E-02   0.848534E-02   0.419400E-03
